city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
Belo Horizonte,39,1,1,1,15,acept,furnished,R$543,"R$3,500",R$144,R$45,"R$4,232"
Rio de Janeiro,182,3,2,2,-,acept,not furnished,R$0,"R$2,600",R$622,R$40,"R$3,262"
Porto Alegre,270,5,3,2,-,acept,furnished,R$0,"R$3,150",R$0,R$48,"R$3,198"
Campinas,35,1,1,1,8,not acept,furnished,R$593,"R$2,896",R$78,R$37,"R$3,604"
Campinas,35,1,1,1,3,not acept,furnished,R$0,"R$4,200",R$17,R$54,"R$4,271"
Rio de Janeiro,105,3,2,1,14,not acept,not furnished,"R$1,130","R$3,600",R$60,R$46,"R$4,836"
Campinas,60,2,1,1,5,acept,not furnished,R$750,"R$3,600",R$95,R$46,"R$4,491"
Sao Paulo,180,3,3,2,11,acept,furnished,"R$3,100","R$4,250",R$625,R$54,"R$8,029"
Sao Paulo,42,2,1,1,3,acept,not furnished,R$190,R$846,R$0,R$11,"R$1,047"
Rio de Janeiro,210,2,3,4,11,acept,furnished,"R$2,338","R$14,000","R$1,434",R$178,"R$17,950"
Campinas,170,4,4,3,10,not acept,furnished,"R$2,493","R$5,000",R$750,R$22,"R$8,265"
Belo Horizonte,230,6,4,8,-,acept,not furnished,R$0,"R$10,000",R$0,R$151,"R$10,150"
Porto Alegre,280,3,3,2,9,acept,furnished,"R$3,000","R$5,650",R$692,R$72,"R$9,414"
Sao Paulo,140,3,3,1,1,acept,not furnished,R$0,"R$1,750",R$79,R$23,"R$1,852"
Sao Paulo,92,3,2,2,8,acept,not furnished,R$960,"R$3,300",R$318,R$42,"R$4,620"
Rio de Janeiro,71,3,4,0,-,acept,not furnished,R$0,"R$4,000",R$0,R$61,"R$4,061"
Campinas,160,3,3,2,3,acept,not furnished,"R$2,200","R$10,500",R$505,R$134,"R$13,340"
Sao Paulo,92,2,2,2,17,acept,furnished,R$840,"R$2,288",R$0,R$10,"R$3,138"
Sao Paulo,500,5,7,7,-,acept,not furnished,R$0,"R$11,500","R$5,500",R$173,"R$17,170"
Rio de Janeiro,270,3,4,2,13,acept,not furnished,"R$2,000","R$9,000",R$834,R$115,"R$11,950"
Rio de Janeiro,296,4,5,5,4,acept,furnished,"R$4,300","R$12,900","R$2,105",R$164,"R$19,470"
Rio de Janeiro,151,3,4,3,15,acept,not furnished,R$860,"R$5,852",R$520,R$75,"R$7,307"
Belo Horizonte,308,4,4,3,1,acept,not furnished,"R$4,780","R$15,000","R$1,917",R$191,"R$21,890"
Rio de Janeiro,50,2,1,1,7,not acept,not furnished,R$800,"R$3,500",R$200,R$45,"R$4,545"
Belo Horizonte,60,2,1,0,3,acept,not furnished,R$400,"R$1,000",R$0,R$13,"R$1,413"
Porto Alegre,25,1,1,0,-,acept,not furnished,R$20,"R$1,200",R$25,R$19,"R$1,264"
Campinas,120,4,4,4,-,acept,not furnished,Incluso,"R$4,500",R$0,R$68,"R$4,568"
Porto Alegre,42,2,1,1,3,not acept,not furnished,R$400,R$600,R$15,R$8,"R$1,023"
Sao Paulo,97,3,2,2,12,acept,not furnished,R$800,"R$2,900",R$275,R$37,"R$4,012"
Sao Paulo,110,3,2,1,5,acept,furnished,"R$1,217","R$3,600",R$215,R$46,"R$5,078"
Belo Horizonte,56,2,1,1,5,acept,not furnished,R$340,"R$1,400",R$57,R$18,"R$1,815"
Sao Paulo,140,2,2,1,3,not acept,not furnished,"R$1,882","R$3,000",R$190,R$39,"R$5,111"
Rio de Janeiro,84,3,2,2,10,acept,furnished,R$680,"R$3,000",R$67,R$39,"R$3,786"
Porto Alegre,31,1,1,1,4,acept,not furnished,R$169,"R$2,625",R$84,R$34,"R$2,912"
Belo Horizonte,60,2,1,0,-,not acept,not furnished,R$0,"R$1,000",R$34,R$16,"R$1,050"
Belo Horizonte,146,3,4,3,19,not acept,not furnished,"R$1,800","R$9,000",R$334,R$115,"R$11,250"
Sao Paulo,90,2,2,1,-,acept,not furnished,R$0,"R$2,500",R$274,R$38,"R$2,812"
Campinas,65,2,1,1,1,acept,not furnished,R$950,"R$1,950",R$213,R$25,"R$3,138"
Rio de Janeiro,80,2,1,0,-,acept,not furnished,R$0,"R$1,200",R$67,R$19,"R$1,286"
Campinas,22,1,1,1,8,acept,furnished,R$587,"R$4,500",R$150,R$58,"R$5,295"
Campinas,50,2,1,1,-,not acept,not furnished,Sem info,"R$1,120",R$277,R$15,"R$1,412"
Rio de Janeiro,108,3,2,2,9,not acept,furnished,R$850,"R$4,500",R$459,R$58,"R$5,867"
Belo Horizonte,32,1,1,0,13,acept,not furnished,R$258,"R$1,029",Incluso,R$17,"R$1,304"
Campinas,51,1,1,1,7,acept,furnished,R$299,"R$2,782",R$0,R$11,"R$3,092"
Rio de Janeiro,37,1,1,1,4,acept,not furnished,R$500,"R$1,500",R$150,R$20,"R$2,170"
Sao Paulo,142,3,5,2,2,acept,furnished,"R$1,200","R$5,100",R$550,R$65,"R$6,915"
Sao Paulo,220,3,4,3,1,acept,not furnished,"R$2,750","R$5,800","R$1,040",R$74,"R$9,664"
Rio de Janeiro,300,3,4,1,15,not acept,not furnished,"R$2,902","R$12,000",R$521,R$153,"R$15,580"
Campinas,40,1,1,0,8,not acept,not furnished,R$441,"R$1,150",R$0,R$15,"R$1,606"
Belo Horizonte,45,2,1,1,2,not acept,furnished,"R$1,300","R$3,300",R$167,R$42,"R$4,809"
Porto Alegre,22,1,1,0,-,not acept,not furnished,R$0,R$870,R$0,R$14,R$884
Campinas,78,3,2,1,2,not acept,not furnished,R$951,"R$1,900",R$205,R$25,"R$3,081"
Belo Horizonte,280,3,4,3,3,acept,not furnished,"R$1,717","R$5,200",R$250,R$66,"R$7,233"
Campinas,200,4,3,2,-,acept,not furnished,R$0,"R$6,660",R$575,R$101,"R$7,336"
Porto Alegre,65,1,1,1,12,acept,not furnished,R$514,R$980,R$86,R$13,"R$1,593"
Rio de Janeiro,330,4,3,0,-,acept,not furnished,R$0,"R$9,800",R$750,R$148,"R$10,700"
Belo Horizonte,100,2,2,0,1,acept,not furnished,R$900,"R$2,000",R$63,R$26,"R$2,989"
Belo Horizonte,155,3,3,3,3,not acept,not furnished,"R$2,035","R$7,500",R$878,R$96,"R$10,510"
Rio de Janeiro,180,3,3,1,-,acept,furnished,"R$1,400","R$6,800",R$0,R$87,"R$8,287"
Belo Horizonte,46,1,1,1,9,acept,not furnished,R$500,"R$2,200",R$35,R$28,"R$2,763"
Porto Alegre,168,3,4,3,10,acept,furnished,"R$1,900","R$7,300","R$1,000",R$93,"R$10,290"
Rio de Janeiro,140,3,2,1,8,not acept,not furnished,"R$1,500","R$4,000",R$217,R$51,"R$5,768"
Porto Alegre,120,3,2,2,-,acept,not furnished,Sem info,"R$5,000",R$250,R$76,"R$5,326"
Belo Horizonte,100,3,2,0,2,not acept,not furnished,R$815,R$808,R$81,R$11,"R$1,715"
Porto Alegre,260,3,4,3,-,acept,not furnished,R$0,"R$5,000",R$393,R$47,"R$5,440"
Rio de Janeiro,40,1,1,0,-,acept,not furnished,Sem info,R$650,R$17,R$10,R$677
Porto Alegre,80,2,2,1,4,acept,not furnished,R$800,"R$3,647",R$157,R$47,"R$4,651"
Sao Paulo,200,3,5,3,-,acept,not furnished,R$0,"R$2,950",R$250,R$45,"R$3,245"
Sao Paulo,75,3,1,1,8,not acept,not furnished,R$980,"R$2,350",R$99,R$30,"R$3,459"
Rio de Janeiro,360,4,5,4,2,acept,furnished,"R$5,420","R$12,750","R$2,779",R$162,"R$21,110"
Belo Horizonte,270,3,2,2,15,acept,not furnished,"R$2,168","R$10,000",R$407,R$127,"R$12,700"
Campinas,45,1,1,0,-,not acept,not furnished,R$0,R$700,R$25,R$11,R$736
Sao Paulo,177,3,3,3,4,not acept,not furnished,"R$4,500","R$8,500","R$1,250",R$108,"R$14,360"
Rio de Janeiro,104,2,2,2,8,acept,not furnished,"R$1,175","R$3,805",R$264,R$49,"R$5,293"
Campinas,30,1,1,0,18,not acept,not furnished,R$590,R$980,R$0,R$13,"R$1,583"
Campinas,170,3,2,1,14,not acept,not furnished,"R$1,050","R$4,500",R$263,R$58,"R$5,871"
Rio de Janeiro,58,2,2,1,14,acept,not furnished,R$480,"R$2,300",R$88,R$30,"R$2,898"
Campinas,47,2,1,1,16,acept,not furnished,R$450,"R$1,350",R$0,R$18,"R$1,818"
Porto Alegre,53,1,1,1,8,not acept,not furnished,R$550,R$650,R$36,R$9,"R$1,245"
Belo Horizonte,75,2,1,1,-,acept,not furnished,R$0,"R$2,450",R$0,R$37,"R$2,487"
Rio de Janeiro,22,1,1,0,25,acept,not furnished,R$472,"R$2,200",R$55,R$28,"R$2,755"
Sao Paulo,76,2,1,1,-,acept,not furnished,R$0,"R$2,000",R$45,R$31,"R$2,076"
Porto Alegre,40,1,1,1,8,acept,furnished,R$651,"R$2,300",R$90,R$30,"R$3,071"
Rio de Janeiro,260,4,4,4,8,acept,not furnished,"R$3,150","R$10,000","R$1,163",R$127,"R$14,440"
Campinas,51,2,1,1,9,acept,not furnished,R$450,"R$2,500",R$17,R$32,"R$2,999"
Rio de Janeiro,64,2,2,1,19,acept,furnished,R$450,"R$2,200",R$21,R$28,"R$2,699"
Rio de Janeiro,115,2,1,0,5,acept,not furnished,"R$1,500","R$2,200",R$67,R$28,"R$3,795"
Campinas,110,2,2,1,-,acept,not furnished,R$0,"R$2,200",R$192,R$34,"R$2,426"
Rio de Janeiro,140,3,2,1,6,not acept,not furnished,"R$1,740","R$2,500",R$340,R$32,"R$4,612"
Porto Alegre,45,2,1,1,11,acept,not furnished,R$380,"R$1,598",R$0,R$21,"R$1,999"
Rio de Janeiro,199,3,4,5,17,acept,furnished,"R$2,800","R$4,000","R$1,500",R$51,"R$8,351"
Sao Paulo,180,3,4,1,10,acept,not furnished,"R$1,400","R$6,900",R$342,R$88,"R$8,730"
Belo Horizonte,113,3,2,2,-,acept,not furnished,R$0,"R$2,990",R$22,R$45,"R$3,057"
Porto Alegre,75,2,2,1,11,acept,not furnished,R$500,"R$1,189",R$75,R$16,"R$1,780"
Belo Horizonte,93,3,3,2,1,acept,not furnished,R$950,"R$2,275",R$584,R$29,"R$3,838"
Campinas,68,2,1,1,4,acept,not furnished,R$626,"R$1,200",R$0,R$16,"R$1,842"
Rio de Janeiro,200,3,4,5,-,not acept,not furnished,R$850,"R$4,300",R$84,R$65,"R$5,299"
Sao Paulo,118,3,3,2,6,acept,not furnished,"R$1,200","R$3,500",R$534,R$45,"R$5,279"
Belo Horizonte,318,4,6,4,-,not acept,not furnished,"R$2,500","R$12,000",R$334,R$153,"R$14,990"
Rio de Janeiro,170,3,3,4,-,acept,not furnished,Sem info,"R$3,500",R$222,R$53,"R$3,775"
Campinas,250,3,3,2,1,acept,not furnished,"R$2,200","R$1,700",R$256,R$22,"R$4,178"
Belo Horizonte,50,2,1,1,-,acept,not furnished,R$510,"R$1,100",R$50,R$14,"R$1,674"
Porto Alegre,50,2,1,1,7,not acept,not furnished,R$347,"R$1,500",R$0,R$20,"R$1,867"
Porto Alegre,30,1,1,1,15,not acept,furnished,R$668,"R$3,500",R$127,R$45,"R$4,340"
Rio de Janeiro,94,3,2,2,2,acept,not furnished,R$650,"R$3,500",R$209,R$45,"R$4,404"
Belo Horizonte,50,1,1,0,5,acept,not furnished,R$375,"R$1,850",R$0,R$24,"R$2,249"
Porto Alegre,114,3,5,3,3,acept,not furnished,"R$2,600","R$3,800",R$857,R$49,"R$7,306"
Rio de Janeiro,65,3,2,1,5,acept,not furnished,R$526,"R$2,230",R$21,R$29,"R$2,806"
Belo Horizonte,200,3,5,4,6,acept,not furnished,"R$1,970","R$1,720",R$959,R$22,"R$4,671"
Porto Alegre,265,4,4,4,-,acept,not furnished,R$0,"R$6,000",R$177,R$91,"R$6,268"
Belo Horizonte,75,3,3,2,10,acept,not furnished,R$865,"R$2,000",R$192,R$26,"R$3,083"
Campinas,68,2,2,1,8,not acept,not furnished,R$600,"R$2,400",R$125,R$31,"R$3,156"
Rio de Janeiro,150,3,2,0,-,acept,not furnished,Sem info,"R$4,000",R$24,R$61,"R$4,085"
Rio de Janeiro,208,3,3,3,13,acept,not furnished,"R$2,204","R$5,960",R$641,R$76,"R$8,881"
Sao Paulo,300,2,2,2,-,acept,not furnished,R$0,"R$2,700",R$300,R$41,"R$3,041"
Belo Horizonte,620,5,6,4,17,acept,not furnished,"R$7,400","R$5,850","R$1,200",R$75,"R$14,530"
Rio de Janeiro,92,3,2,2,10,acept,not furnished,R$990,"R$3,500",R$317,R$45,"R$4,852"
Rio de Janeiro,200,3,2,2,-,acept,not furnished,Sem info,"R$4,500",R$250,R$68,"R$4,818"
Porto Alegre,108,3,2,1,14,acept,not furnished,"R$1,714","R$5,000",R$127,R$64,"R$6,905"
Campinas,190,4,4,2,-,acept,not furnished,R$0,"R$3,500",R$315,R$53,"R$3,868"
Porto Alegre,87,3,2,1,12,acept,furnished,R$870,"R$1,450",R$100,R$19,"R$2,439"
Campinas,80,2,1,1,6,acept,not furnished,R$800,"R$1,275",R$0,R$17,"R$2,092"
Belo Horizonte,270,4,3,3,2,acept,not furnished,"R$3,260","R$6,000",R$550,R$77,"R$9,887"
Belo Horizonte,170,3,2,1,17,acept,not furnished,"R$1,600","R$4,950",R$264,R$63,"R$6,877"
Rio de Janeiro,198,4,2,0,-,acept,not furnished,R$0,"R$4,000",R$500,R$61,"R$4,561"
Belo Horizonte,55,1,1,0,1,acept,not furnished,R$260,R$716,R$12,R$10,R$998
Porto Alegre,34,1,1,0,-,acept,not furnished,R$182,"R$1,331",R$0,R$17,"R$1,530"
Campinas,50,2,1,0,14,acept,not furnished,R$270,"R$1,890",R$0,R$24,"R$2,184"
Belo Horizonte,68,2,1,1,4,acept,furnished,"R$1,164","R$2,093",R$97,R$27,"R$3,381"
Sao Paulo,290,4,4,0,-,acept,not furnished,R$0,"R$6,800","R$1,100",R$103,"R$8,003"
Belo Horizonte,25,1,1,0,1,not acept,not furnished,R$0,"R$1,050",R$84,R$14,"R$1,148"
Rio de Janeiro,240,4,4,3,9,acept,not furnished,"R$2,500","R$2,144",R$834,R$28,"R$5,506"
Campinas,43,1,1,0,6,not acept,not furnished,R$350,"R$1,080",R$57,R$14,"R$1,501"
Porto Alegre,150,3,1,0,3,not acept,not furnished,R$200,"R$4,300",R$12,R$55,"R$4,567"
Rio de Janeiro,20,1,1,0,1,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Porto Alegre,48,1,1,0,-,not acept,not furnished,R$0,"R$1,100",R$9,R$17,"R$1,126"
Sao Paulo,130,3,1,2,-,acept,not furnished,R$0,"R$3,800",R$130,R$58,"R$3,988"
Campinas,36,1,1,0,11,acept,not furnished,R$392,"R$2,300",R$84,R$30,"R$2,806"
Sao Paulo,90,2,1,2,-,acept,not furnished,Sem info,"R$1,560",R$225,R$24,"R$1,809"
Porto Alegre,49,2,1,1,6,acept,not furnished,R$277,"R$2,100",R$104,R$27,"R$2,508"
Sao Paulo,70,1,1,1,4,acept,not furnished,R$270,R$870,R$9,R$12,"R$1,161"
Sao Paulo,315,4,4,2,14,acept,not furnished,"R$3,500","R$7,450",R$0,R$95,"R$11,050"
Sao Paulo,270,4,4,4,8,acept,not furnished,"R$2,200","R$7,000","R$1,500",R$89,"R$10,790"
Rio de Janeiro,75,3,2,1,1,not acept,furnished,R$880,"R$5,700",R$123,R$73,"R$6,776"
Campinas,80,3,3,2,4,acept,furnished,"R$1,374","R$2,100",R$283,R$27,"R$3,784"
Porto Alegre,233,3,1,1,-,acept,not furnished,R$0,"R$2,700",R$239,R$41,"R$2,980"
Belo Horizonte,40,1,1,0,3,acept,furnished,R$350,"R$1,840",R$40,R$24,"R$2,254"
Belo Horizonte,107,2,4,2,2,not acept,not furnished,"R$1,800","R$11,000",R$417,R$140,"R$13,360"
Sao Paulo,50,2,1,1,1,not acept,not furnished,R$765,"R$2,650",R$25,R$34,"R$3,474"
Rio de Janeiro,113,2,1,1,5,acept,not furnished,"R$1,000","R$3,000",R$50,R$39,"R$4,089"
Porto Alegre,52,1,1,1,3,acept,furnished,R$730,"R$3,000",R$59,R$39,"R$3,828"
Sao Paulo,170,4,4,3,12,acept,furnished,"R$4,000","R$1,440",R$834,R$19,"R$6,293"
Rio de Janeiro,140,3,3,2,6,acept,not furnished,"R$2,420","R$2,580","R$1,000",R$33,"R$6,033"
Porto Alegre,34,1,1,1,14,acept,not furnished,R$497,"R$2,800",R$81,R$36,"R$3,414"
Porto Alegre,90,3,2,2,3,acept,not furnished,"R$1,100","R$2,450",R$117,R$32,"R$3,699"
Sao Paulo,197,3,2,1,18,acept,not furnished,"R$1,800","R$5,500",R$209,R$70,"R$7,579"
Sao Paulo,146,2,1,1,8,acept,not furnished,R$730,"R$1,620",R$128,R$21,"R$2,499"
Belo Horizonte,30,1,1,1,9,not acept,not furnished,Sem info,"R$3,000",R$0,R$39,"R$3,039"
Rio de Janeiro,132,3,2,2,-,acept,not furnished,R$0,"R$3,800",R$52,R$58,"R$3,910"
Campinas,45,1,1,1,10,not acept,furnished,"R$1,600","R$1,800",R$177,R$23,"R$3,600"
Campinas,80,2,2,0,3,not acept,not furnished,R$931,"R$2,700",R$0,R$35,"R$3,666"
Belo Horizonte,161,4,3,3,-,acept,not furnished,R$0,"R$3,600",R$300,R$46,"R$3,946"
Porto Alegre,300,2,3,2,1,acept,not furnished,"R$7,000","R$4,180","R$1,834",R$53,"R$13,070"
Campinas,450,3,4,2,3,acept,not furnished,"R$4,187","R$15,000","R$1,450",R$191,"R$20,830"
Rio de Janeiro,112,3,3,2,11,not acept,not furnished,"R$1,661","R$3,616",R$209,R$13,"R$5,499"
Campinas,192,4,5,4,11,not acept,furnished,"R$2,800","R$15,000",R$90,R$191,"R$18,080"
Porto Alegre,100,1,4,1,-,acept,not furnished,R$0,"R$11,000",R$250,R$166,"R$11,420"
Porto Alegre,300,4,5,8,-,acept,furnished,R$0,"R$12,000",R$917,R$181,"R$13,100"
Campinas,42,1,1,0,2,acept,not furnished,R$530,"R$2,800",R$0,R$36,"R$3,366"
Campinas,45,1,1,0,9,acept,furnished,R$399,"R$1,480",R$0,R$19,"R$1,898"
Belo Horizonte,245,4,3,2,9,acept,not furnished,"R$2,100","R$10,500",R$167,R$134,"R$12,900"
Campinas,60,1,1,0,-,not acept,not furnished,R$0,"R$1,600",R$192,R$25,"R$1,817"
Rio de Janeiro,100,1,2,0,-,not acept,not furnished,"R$4,320","R$3,100",R$0,R$40,"R$7,460"
Campinas,210,6,3,0,-,acept,not furnished,R$0,"R$4,200",R$0,R$64,"R$4,264"
Sao Paulo,160,3,3,2,8,acept,not furnished,"R$2,000","R$5,000",R$570,R$64,"R$7,634"
Sao Paulo,68,2,1,1,1,acept,not furnished,R$350,"R$1,600",R$0,R$21,"R$1,971"
Porto Alegre,52,2,1,1,17,acept,not furnished,R$540,"R$1,100",R$45,R$14,"R$1,699"
Belo Horizonte,40,1,1,0,-,not acept,not furnished,Incluso,R$750,R$0,R$12,R$762
Rio de Janeiro,232,3,4,2,-,acept,not furnished,R$0,"R$3,820",R$60,R$58,"R$3,938"
Campinas,42,1,1,1,27,not acept,not furnished,R$560,"R$5,300",R$100,R$68,"R$6,028"
Porto Alegre,172,3,4,3,5,acept,not furnished,"R$1,650","R$9,000",R$900,R$115,"R$11,670"
Belo Horizonte,30,1,1,0,7,acept,not furnished,R$349,R$500,R$15,R$7,R$871
Sao Paulo,59,2,1,0,15,acept,not furnished,R$542,"R$1,750",R$0,R$23,"R$2,315"
Porto Alegre,50,2,2,1,12,acept,not furnished,R$480,"R$1,722",R$100,R$22,"R$2,324"
Campinas,49,2,1,1,2,acept,not furnished,R$390,"R$1,450",R$57,R$19,"R$1,916"
Campinas,216,4,2,2,2,acept,not furnished,"R$2,300","R$10,000",R$719,R$127,"R$13,150"
Porto Alegre,127,1,1,2,28,not acept,furnished,"R$1,460","R$12,500",R$426,R$159,"R$14,550"
Campinas,226,4,4,4,2,acept,not furnished,"R$2,850","R$3,000","R$2,488",R$39,"R$8,377"
Campinas,76,2,1,0,1,acept,not furnished,R$300,R$700,R$100,R$9,"R$1,109"
Campinas,50,2,1,1,4,acept,not furnished,R$470,"R$1,040",R$30,R$14,"R$1,554"
Rio de Janeiro,170,3,4,3,21,acept,not furnished,"R$1,500","R$5,000",R$450,R$64,"R$7,014"
Campinas,70,2,2,0,2,acept,furnished,"R$1,439","R$5,500",R$315,R$70,"R$7,324"
Belo Horizonte,167,3,3,3,19,acept,furnished,"R$1,500","R$2,800",R$542,R$36,"R$4,878"
Porto Alegre,450,4,2,3,-,acept,not furnished,R$0,"R$13,000","R$1,000",R$196,"R$14,200"
Belo Horizonte,90,3,1,1,1,acept,not furnished,"R$1,000",R$960,R$83,R$13,"R$2,056"
Belo Horizonte,89,2,2,2,1,acept,furnished,R$879,"R$3,327",R$242,R$43,"R$4,491"
Porto Alegre,61,3,2,1,4,acept,not furnished,R$550,"R$3,000",R$117,R$39,"R$3,706"
Porto Alegre,100,2,2,5,-,acept,not furnished,R$0,"R$6,800",R$667,R$103,"R$7,570"
Campinas,180,3,2,1,23,acept,not furnished,"R$1,850","R$7,000",R$299,R$89,"R$9,238"
Campinas,39,1,1,0,3,acept,furnished,R$350,"R$1,700",R$0,R$22,"R$2,072"
Sao Paulo,73,3,1,1,4,acept,not furnished,R$308,R$850,R$46,R$11,"R$1,215"
Campinas,90,2,3,0,-,acept,not furnished,R$0,"R$3,400",R$0,R$52,"R$3,452"
Rio de Janeiro,231,3,5,4,4,acept,furnished,"R$2,200","R$12,000",R$642,R$153,"R$15,000"
Sao Paulo,250,5,2,6,-,acept,not furnished,R$0,"R$9,000","R$1,417",R$136,"R$10,550"
Belo Horizonte,20,1,1,0,6,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Sao Paulo,300,4,5,2,-,acept,not furnished,R$0,"R$6,000",R$0,R$91,"R$6,091"
Rio de Janeiro,42,1,1,0,1,acept,not furnished,R$150,"R$1,000",R$100,R$13,"R$1,263"
Belo Horizonte,280,4,4,3,2,acept,furnished,"R$3,000","R$4,000",R$984,R$51,"R$8,035"
Rio de Janeiro,44,2,1,1,4,acept,furnished,R$310,"R$1,800",R$34,R$23,"R$2,167"
Campinas,64,2,2,1,13,acept,not furnished,R$400,"R$2,600",R$15,R$33,"R$3,048"
Rio de Janeiro,218,3,2,2,6,not acept,not furnished,"R$2,000","R$7,800",R$550,R$99,"R$10,450"
Campinas,140,2,1,3,-,acept,not furnished,R$0,"R$2,500",R$194,R$38,"R$2,732"
Sao Paulo,86,2,1,1,-,acept,not furnished,R$0,"R$2,200",R$110,R$34,"R$2,344"
Belo Horizonte,100,2,2,1,-,acept,not furnished,R$0,"R$2,000",R$88,R$31,"R$2,119"
Campinas,50,1,1,0,2,not acept,not furnished,R$150,R$720,R$0,R$10,R$880
Porto Alegre,128,2,3,2,5,not acept,not furnished,"R$1,500","R$15,000",R$534,R$191,"R$17,230"
Rio de Janeiro,45,1,1,2,8,acept,not furnished,R$695,"R$1,800",R$170,R$23,"R$2,688"
Sao Paulo,180,3,2,4,-,acept,not furnished,R$0,"R$3,600",R$0,R$55,"R$3,655"
Belo Horizonte,350,4,3,4,-,acept,not furnished,R$0,"R$4,000",R$209,R$61,"R$4,270"
Rio de Janeiro,54,2,2,1,6,not acept,not furnished,R$500,"R$2,300",R$167,R$30,"R$2,997"
Sao Paulo,60,2,2,1,11,acept,not furnished,R$647,"R$4,000",R$21,R$51,"R$4,719"
Campinas,200,2,1,0,-,acept,not furnished,Incluso,"R$2,800",R$291,R$43,"R$3,134"
Porto Alegre,520,3,4,3,-,acept,furnished,R$0,"R$7,000",R$645,R$106,"R$7,751"
Campinas,112,3,2,1,8,acept,not furnished,R$810,"R$3,850",R$98,R$49,"R$4,807"
Campinas,104,3,2,1,-,not acept,not furnished,R$0,"R$7,500",R$267,R$113,"R$7,880"
Rio de Janeiro,90,1,1,0,1,not acept,not furnished,R$200,"R$1,550",R$167,R$20,"R$1,937"
Belo Horizonte,273,3,2,5,-,not acept,not furnished,R$0,"R$2,750",R$215,R$42,"R$3,007"
Porto Alegre,74,2,2,0,10,acept,not furnished,R$610,"R$1,650",R$0,R$21,"R$2,281"
Campinas,40,1,1,1,8,not acept,not furnished,R$800,"R$1,675",R$50,R$22,"R$2,547"
Sao Paulo,120,3,3,2,-,acept,not furnished,R$0,"R$2,580",R$0,R$39,"R$2,619"
Rio de Janeiro,60,2,1,1,6,acept,not furnished,R$714,"R$1,480",R$55,R$19,"R$2,268"
Rio de Janeiro,50,1,1,1,-,not acept,not furnished,R$0,R$900,R$21,R$14,R$935
Rio de Janeiro,398,5,6,0,2,acept,not furnished,"R$3,500","R$8,500",R$700,R$108,"R$12,810"
Sao Paulo,90,2,2,2,8,acept,not furnished,R$965,"R$4,500",R$36,R$58,"R$5,559"
Sao Paulo,106,3,3,1,2,acept,not furnished,R$970,"R$2,500",R$350,R$32,"R$3,852"
Porto Alegre,22,1,1,0,6,not acept,furnished,R$380,"R$6,000",R$9,R$77,"R$6,466"
Sao Paulo,167,3,3,4,10,acept,not furnished,"R$1,814","R$5,500",R$807,R$70,"R$8,191"
Belo Horizonte,250,3,3,2,3,acept,not furnished,"R$1,900","R$9,500",R$500,R$121,"R$12,020"
Sao Paulo,246,4,4,4,4,not acept,not furnished,"R$4,000","R$12,000","R$1,667",R$153,"R$17,820"
Porto Alegre,40,1,1,0,-,not acept,not furnished,R$0,"R$1,094",R$0,R$17,"R$1,111"
Sao Paulo,76,2,2,1,1,acept,furnished,R$850,"R$3,000",R$42,R$39,"R$3,931"
Belo Horizonte,202,4,3,4,5,acept,not furnished,"R$4,308","R$12,000","R$1,896",R$153,"R$18,360"
Sao Paulo,60,2,1,1,1,acept,furnished,R$568,"R$3,205",Incluso,R$11,"R$3,784"
Belo Horizonte,65,2,2,2,2,acept,furnished,R$600,"R$3,000",R$80,R$39,"R$3,719"
Sao Paulo,142,3,4,3,2,acept,not furnished,"R$1,305","R$5,000",R$414,R$64,"R$6,783"
Belo Horizonte,200,3,4,2,10,acept,not furnished,"R$1,300","R$7,000",R$459,R$89,"R$8,848"
Campinas,60,2,3,0,1,not acept,furnished,R$938,"R$1,940",R$0,R$25,"R$2,903"
Porto Alegre,58,2,2,1,3,acept,not furnished,R$200,"R$2,200",R$130,R$28,"R$2,558"
Belo Horizonte,80,2,1,0,4,acept,not furnished,R$550,"R$3,000",R$0,R$39,"R$3,589"
Rio de Janeiro,201,4,3,2,7,acept,not furnished,"R$2,800","R$6,999",R$643,R$89,"R$10,530"
Porto Alegre,94,3,2,2,3,acept,not furnished,"R$1,000","R$2,000",R$42,R$26,"R$3,068"
Sao Paulo,410,5,7,3,-,acept,furnished,R$0,"R$12,000",R$750,R$181,"R$12,930"
Porto Alegre,87,4,2,2,4,acept,not furnished,R$784,"R$1,600",R$106,R$21,"R$2,511"
Belo Horizonte,190,3,2,1,3,acept,not furnished,"R$1,600","R$4,000",R$100,R$51,"R$5,751"
Porto Alegre,45,1,1,0,3,acept,furnished,R$330,"R$3,000",R$59,R$39,"R$3,428"
Rio de Janeiro,254,3,5,4,18,acept,not furnished,"R$2,000","R$10,000",R$990,R$127,"R$13,120"
Porto Alegre,145,4,4,3,15,acept,not furnished,"R$2,185","R$7,300",R$505,R$93,"R$10,080"
Campinas,82,3,2,2,19,not acept,not furnished,R$470,"R$1,994",R$0,R$26,"R$2,490"
Campinas,360,4,5,2,4,acept,not furnished,"R$2,600","R$15,000","R$1,167",R$191,"R$18,960"
Campinas,25,1,1,0,1,not acept,not furnished,R$0,"R$1,200",R$35,R$16,"R$1,251"
